sentence_id,original_text,original_label,gpt54mini_translation,translator,consensus_label,gemini_translation,claude_translation
29,"Ever since, Sanders has portrayed himself as a champion of gun control.",Non-biased,,gemini,Biased,ومنذ ذلك الحين، يصوّر ساندرز نفسه بطلاً للرقابة على الأسلحة.,
30,"Soule needed to be in the top six runners to advance, but came out eighth because the two biological males were also competing as transgender girls.",Non-biased,,gemini,Biased,كانت سول بحاجة إلى أن تكون ضمن المراكز الستة الأولى للتأهل، لكنها حلت في المركز الثامن لأن ذكرين بيولوجيين كانا يتنافسان أيضًا كفتاتين متحولتين جنسيًا.,
31,Mainstream media outlets continue to print false and defamatory descriptions of Breitbart News in a nakedly political effort to marginalize a growing competitor.,Biased,,gemini,Biased,تواصل وسائل الإعلام الرئيسية نشر أوصاف كاذبة وتشهيرية عن بريتبارت نيوز في محاولة سياسية سافرة لتهميش منافس متنامٍ.,
32,Never mind the fact that some of Trump’s strongest supporters have had no problem whatsoever in criticizing him for substantive reasons — as in the backlash against his criticism of Attorney General Jeff Sessions. NeverTrumpers still believe themselves to be the unique guardians of conservative orthodoxy and honest punditry.,Biased,,gemini,Biased,بصرف النظر عن حقيقة أن بعض أشد مؤيدي ترامب لم يترددوا مطلقًا في انتقاده لأسباب جوهرية — كما في رد الفعل العنيف ضد انتقاده للمدعي العام جيف سيشنز — لا يزال رافضو ترامب يعتقدون أنهم الأوصياء الفريدون على العقيدة المحافظة الأصيلة والتحليل السياسي النزيه.,
33,"Religion will also prove more attractive in a practical way. One of the underreported stories of the 2007-2008 financial crisis was the critical role various churches played in helping people cope with the abrupt collapse of home values, the big drop in retirement savings due to falling stock prices, and the subsequent tsunami of pink slips and salary cuts.",Non-biased,,gemini,Biased,سيثبت الدين أيضًا أنه أكثر جاذبية من الناحية العملية. فإحدى القصص التي لم تحظَ بتغطية إعلامية كافية عن الأزمة المالية لعامي 2007-2008 كانت الدور الحاسم الذي لعبته مختلف الكنائس في مساعدة الناس على التعامل مع الانهيار المفاجئ في قيم المنازل، والانخفاض الكبير في مدخرات التقاعد بسبب هبوط أسعار الأسهم، وما تلا ذلك من موجة عارمة من إشعارات الفصل وتخفيضات الرواتب.,
34,"Some movement leaders regrouped. Instead of stoking outrage, they set out to build support with another tack: Looking normal.",Biased,,gemini,Biased,أعاد بعض قادة الحراك تنظيم صفوفهم. وبدلاً من تأجيج الغضب، شرعوا في حشد الدعم بمنهج آخر: الظهور بمظهر طبيعي.,
35,Many are mocking the president’s astonishing lack of understanding about even the most basic concepts of vaccines and how drug tests on them are performed.,Biased,,gemini,Biased,يسخر الكثيرون من افتقار الرئيس المدهش للفهم حتى لأبسط المفاهيم المتعلقة باللقاحات وكيفية إجراء التجارب الدوائية عليها.,
36,"And if we look at a subset of guns which the left  loves to deride - rifles, for instance - then a clearer picture about gun deaths is quickly visible.",Biased,,gemini,Biased,وإذا ألقينا نظرة على فئة من الأسلحة التي يحب اليسار السخرية منها - كالبنادق على سبيل المثال - فسوف تتضح لنا بسرعة صورة أكثر وضوحًا عن الوفيات الناجمة عن الأسلحة النارية.,
37,"The Chinese city of Wuhan, epicenter of a new coronavirus outbreak, will build a dedicated hospital to treat patients, which it aims to complete in six days, state media outlet Beijing News reported on Thursday, citing an unnamed source at the construction company that will build it.",Non-biased,,gemini,Non-biased,ذكرت صحيفة بكين نيوز الحكومية يوم الخميس، نقلًا عن مصدر لم يذكر اسمه في شركة البناء التي ستتولى تشييده، أن مدينة ووهان الصينية، بؤرة تفشي فيروس كورونا الجديد، ستبني مستشفى مخصصًا لعلاج المرضى تهدف إلى إنجازه في ستة أيام.,
38,"President Donald Trump urged lawmakers in his State of the Union address to put new limits on abortion, but partisan division in the U.S. Congress means the Supreme Court likely will set the agenda on the divisive issue, as it has for decades.",Non-biased,,gemini,Non-biased,حث الرئيس دونالد ترامب المشرعين في خطابه عن حالة الاتحاد على وضع قيود جديدة على الإجهاض، لكن الانقسام الحزبي في الكونغرس الأمريكي يعني أن المحكمة العليا ستحدد على الأرجح جدول الأعمال بشأن هذه القضية الخلافية، كما فعلت على مدى عقود.,
39,"But racial inequality was the dominant theme of the press conference, including statistics Warren cited wherein blacks are more likely to owe more in student loans 12 years after graduating than they did right after completing college.",Non-biased,,gemini,Non-biased,لكن عدم المساواة العرقية كان الموضوع المهيمن للمؤتمر الصحفي، بما في ذلك الإحصائيات التي استشهدت بها وارن والتي تفيد بأن السود هم أكثر عرضة لأن تكون ديون قروضهم الطلابية بعد 12 عامًا من التخرج أكبر مما كانت عليه فور إتمامهم للكلية.,
40,"President Donald Trump sparked ire on Tuesday after he spread yet another conspiracy theory, this time about wind farms.",Biased,,gemini,Biased,أثار الرئيس دونالد ترامب غضبًا يوم الثلاثاء بعد أن نشر نظرية مؤامرة أخرى، هذه المرة حول مزارع الرياح.,
41,"Right-wing media sprung into action to try to discredit her, of course, by implying that a woman who graduated summa cum laude with an economics degree is a bimbo and with  Twitchy using a screenshot to make the usually genial Ocasio-Cortez somehow look like a ballbuster.",Biased,,gemini,Biased,"بالطبع، هبّت وسائل الإعلام اليمينية لتشويه سمعتها، ملمّحةً إلى أن امرأة تخرجت بمرتبة الشرف العليا في الاقتصاد ليست سوى امرأة تافهة، ومستخدمةً لقطة شاشة من موقع ""تويتشي"" لتجعل أوكاسيو-كورتيز، الودودة عادةً، تبدو بطريقة ما كامرأة متسلطة.",
42,"The right to abortion is just that — the right to kill unborn humans. But pro-abortionists like Quinn and Cuomo find it easier to argue that they are fighting for “reproductive rights” (even though pro-lifers are not objecting to any woman’s right to reproduce) or that fetuses are not humans but “clumps of cells.” Just as with slave owners and eugenicists before them, it’s easier for pro-abortionists to advocate for murder after they’ve dehumanized the lives they want to end.",Biased,,gemini,Biased,"الحق في الإجهاض هو ببساطة الحق في قتل البشر غير المولودين. لكن مؤيدي الإجهاض مثل كوين وكوومو يجدون أنه من الأسهل القول بأنهم يناضلون من أجل ""الحقوق الإنجابية"" (على الرغم من أن المناهضين للإجهاض لا يعترضون على حق أي امرأة في الإنجاب) أو أن الأجنة ليسوا بشراً بل ""كتل من الخلايا"". وتماماً كما كان الحال مع ملاك العبيد ودعاة تحسين النسل من قبلهم، فإنه من الأسهل على مؤيدي الإجهاض الدعوة إلى القتل بعد أن يجردوا الأرواح التي يريدون إنهاءها من إنسانيتها.",
43,"Male and female are the two sexes — but transgender advocates now claim more than 50 “genders” — including agender, bigender, gender fluid, gender non-conforming, genderqueer, intersex, two-spirit, etc, plus “cis-gender” for the 99+ percent of people who are normal, non-transgender people.",Biased,,gemini,Biased,"الذكر والأنثى هما الجنسان — لكن دعاة التحول الجنسي يدّعون الآن وجود أكثر من 50 ""نوعاً اجتماعياً"" — بما في ذلك اللاجنسي، وثنائي النوع، ومائع النوع، وغير الملتزم بالنمطية الجندرية، والجندركوير، والبينيّ الجنس، وذو الروحين، إلخ، بالإضافة إلى ""متوافق الجندر"" لنسبة تزيد عن 99 بالمئة من الناس الطبيعيين غير المتحولين جنسياً.",
45,"In a bizarre and unexpected twist, pop super star Lana Del Rey is being smeared as “racist” over an Instagram post in which she slammed modern-day feminism.",Biased,,gemini,Biased,"في تطور غريب وغير متوقع، يتم وصم نجمة البوب العالمية لانا ديل ري بـ""العنصرية"" بسبب منشور على إنستغرام هاجمت فيه النسوية الحديثة.",
46,President Donald Trump used the occasion to again voice skepticism about climate change.,Biased,,gemini,Biased,استغل الرئيس دونالد ترامب المناسبة ليعرب مجدداً عن شكوكه بشأن تغير المناخ.,
51,The demonstrators were protesting against Japanese Prime Minister Abe Shinzo’s trade restrictions against South Korea and spotlighting the century-old dispute over Imperial Japan’s use of forced labor in Korea that underlies the current economic and diplomatic crisis.,Non-biased,,gemini,Non-biased,كان المتظاهرون يحتجون ضد القيود التجارية التي فرضها رئيس الوزراء الياباني شينزو آبي على كوريا الجنوبية، ويسلطون الضوء على النزاع الممتد منذ قرن حول استخدام اليابان الإمبراطورية للعمالة القسرية في كوريا، والذي يكمن وراء الأزمة الاقتصادية والدبلوماسية الحالية.,
52,"Texas Gov. Greg Abbott on Friday became the first governor in the country to refuse to take in refugees, but 18 of his 26 Republican counterparts have chosen to open the door to refugees, much to the surprise of the Trump administration.",Non-biased,,gemini,Biased,أصبح حاكم ولاية تكساس غريغ أبوت يوم الجمعة أول حاكم في البلاد يرفض استقبال اللاجئين، لكن 18 من أصل 26 من نظرائه الجمهوريين اختاروا فتح الباب أمام اللاجئين، مما أثار دهشة إدارة ترامب إلى حد كبير.,
53,Student debt increased by a whopping 107 percent between 2009 and 2019. Americans now owe $1.6 trillion in education loans. Policy wonks and politicians respond by concocting flashy plans that hardly solve the debt crisis.,Biased,,gemini,Biased,ارتفعت ديون الطلاب بنسبة هائلة بلغت 107 بالمئة بين عامي 2009 و 2019. يدين الأمريكيون الآن بمبلغ 1.6 تريليون دولار من القروض التعليمية. ويستجيب خبراء السياسات والسياسيون باختلاق خطط برّاقة لا تكاد تحل أزمة الديون.,
54,"In her Instagram story, Jedrzejczyk posted an image of herself standing behind UFC strawweight champion Weili while wearing a gas mask, implying that she is protecting herself from the possibility of catching the coronavirus, which is currently at the center of a deadly outbreak in China.",Non-biased,,gemini,Biased,في قصتها على إنستغرام، نشرت يدرجيتشيك صورة لها وهي تقف خلف بطلة UFC لوزن القشة ويلي مرتديةً قناع غاز، مما يلمح إلى أنها تحمي نفسها من احتمالية الإصابة بفيروس كورونا، الذي يتمركز حاليًا في بؤرة تفشٍ مميت في الصين.,
55,"Yet the drumbeat for censorship goes on as the politicians whose ideas find favor with the mainstream media want to make sure theirs are the only ideas you ever get to hear. Today it will be about money, but only because money is the means to spread ideas.",Biased,,gemini,Biased,ومع ذلك، يتواصل قرع طبول الرقابة، إذ أن السياسيين الذين تحظى أفكارهم بقبول وسائل الإعلام الرئيسية يريدون ضمان أن تكون أفكارهم هي الوحيدة التي تصل إلى مسامعك. اليوم، قد يدور الأمر حول المال، ولكن ليس إلا لأن المال هو وسيلة نشر الأفكار.,
56,"Rep. Al Green (D-TX) at a hearing on Wednesday perpetuated the hoax that President Trump called white nationalists at a rally in Charlottesville, Virginia in 2017 “very fine people.”",Biased,,gemini,Biased,"روّج النائب آل غرين (الديمقراطي عن تكساس) خلال جلسة استماع يوم الأربعاء للأكذوبة القائلة بأن الرئيس ترامب وصف القوميين البيض في مسيرة في شارلوتسفيل بولاية فيرجينيا عام 2017 بأنهم ""أشخاص جيدون جدًا"".",
58,"Remember how incensed people got when Trump floated his (admittedly, impractical) ideological test for immigrants.",Biased,,gemini,Biased,تذكروا كيف استشاط الناس غضبًا عندما طرح ترامب اختباره الأيديولوجي للمهاجرين، والذي كان غير عملي باعتراف الجميع.,
59,"When the Muslim ban was first enacted, it triggered chaos at airports and prompted widespread protest and legal challenges, and it continues to impose devastating costs on families and people who wish to come to the U.S.",Biased,,gemini,Biased,عندما صدر حظر المسلمين لأول مرة، أثار فوضى في المطارات وأدى إلى احتجاجات واسعة النطاق وتحديات قانونية، ولا يزال يفرض تكاليف باهظة على العائلات والأشخاص الذين يرغبون في القدوم إلى الولايات المتحدة.,
60,"Women were allowed into Saudi sports stadiums a year ago for the first time to watch soccer matches, although they were segregated in the stands, sticking to the ""family section"" away from all-male crowds elsewhere.",Non-biased,,gemini,Non-biased,"سُمِحَ للنساء بدخول الملاعب الرياضية السعودية قبل عام لأول مرة لمشاهدة مباريات كرة القدم، على الرغم من فصلهن في المدرجات، حيث اقتصر وجودهن على ""قسم العائلات"" بعيدًا عن الحشود الذكورية في الأماكن الأخرى.",
61,"Donald Trump’s presidential campaign and many of his administration’s policies have played on the trope of threats posed by refugees, asylum seekers and other migrants.",Biased,,gemini,Biased,لعبت حملة دونالد ترامب الرئاسية والعديد من سياسات إدارته على وتر التهديدات التي يشكلها اللاجئون وطالبو اللجوء وغيرهم من المهاجرين.,
62,House Republicans are gearing up for a sustained push to expose leftist Democrats in the House Democrat majority on their increasingly extreme views on abortion.,Biased,,gemini,Biased,يستعد الجمهوريون في مجلس النواب لحملة مستمرة لفضح الديمقراطيين اليساريين في الأغلبية الديمقراطية بمجلس النواب بشأن آرائهم المتطرفة بشكل متزايد حول الإجهاض.,
63,There is no evidence to support the allegation Pelosi was trying to include abortion funding in the coronavirus emergency bill as the Facebook post claims.,Non-biased,,gemini,Non-biased,لا يوجد دليل يدعم الادعاء بأن بيلوسي حاولت إدراج تمويل الإجهاض في مشروع قانون الطوارئ الخاص بفيروس كورونا، كما يزعم المنشور على فيسبوك.,
64,"The result was a mess: car manufacturers, which had already begun taking steps to comply with the Obama-era tough fuel-efficiency standards for the auto industry, faced the prospect of having to make different vehicles to sell in different parts of the country.",Biased,,gemini,Biased,كانت النتيجة فوضى عارمة: فشركات صناعة السيارات، التي كانت قد بدأت بالفعل في اتخاذ خطوات للامتثال لمعايير عهد أوباما الصارمة لكفاءة استهلاك الوقود في صناعة السيارات، واجهت احتمال الاضطرار إلى صناعة مركبات مختلفة لبيعها في أنحاء مختلفة من البلاد.,
65,"White nationalism-fueled violence is on the rise, but FBI is slow to call it domestic terrorism.",Non-biased,,gemini,Biased,العنف الذي تغذيه القومية البيضاء في تزايد، لكن مكتب التحقيقات الفيدرالي يتباطأ في وصفه بأنه إرهاب داخلي.,
66,"Remittances from the three Central Americans countries are being spiked by the growing inflow of asylum-seeking migrants into blue-collar jobs throughout the U.S. economy, via the border’s catch-and-release laws.",Non-biased,,gemini,Biased,"تشهد التحويلات المالية من دول أمريكا الوسطى الثلاث ارتفاعًا حادًا بفعل التدفق المتزايد للمهاجرين طالبي اللجوء إلى وظائف العمال في مختلف قطاعات الاقتصاد الأمريكي، عبر قوانين ""القبض والإفراج"" على الحدود.",
67,"Alabama has the most restrictive abortion law in the U.S., banning abortion at any stage of pregnancy and for any reason, including in cases of rape and incest.",Non-biased,,gemini,Non-biased,لدى ألاباما قانون الإجهاض الأكثر تقييدًا في الولايات المتحدة، حيث يحظر الإجهاض في أي مرحلة من مراحل الحمل ولأي سبب، بما في ذلك حالات الاغتصاب وسفاح القربى.,
68,Tensions between Trump and the messaging platform escalated last week after Twitter began to label some of his tweets with a fact-check. Trump responded with an executive order that threatens to curtail some legal protections enjoyed by social media companies.,Non-biased,,gemini,Non-biased,تصاعدت التوترات بين ترامب ومنصة التراسل الأسبوع الماضي بعد أن بدأ تويتر في وسم بعض تغريداته بملصق للتحقق من الحقائق. وردّ ترامب بأمر تنفيذي يهدد بتقليص بعض أشكال الحماية القانونية التي تتمتع بها شركات التواصل الاجتماعي.,
69,"In the months that followed, all independent polling has found the American mainstream not only blames Trump and his party for the shutdown, but also does not want to spend billions of taxpayer dollars on an ineffective and unnecessary border wall.",Biased,,gemini,Biased,في الأشهر التي تلت، وجدت جميع استطلاعات الرأي المستقلة أن التيار الأمريكي السائد لا يلوم ترامب وحزبه على الإغلاق الحكومي فحسب، بل إنه لا يريد أيضاً إنفاق مليارات الدولارات من أموال دافعي الضرائب على جدار حدودي غير فعال وغير ضروري.,
71,"What this means is that in these particular countries, local law enforcement agree to not enforce anti-gun laws, especially dangerous radical ones like confiscation, bans, mandatory registration, and limiting the size of magazines.",Biased,,gemini,Biased,هذا يعني أنه في هذه البلدان تحديداً، تتفق أجهزة إنفاذ القانون المحلية على عدم تطبيق القوانين المناهضة لحمل السلاح، لا سيما الخطيرة والمتطرفة منها مثل المصادرة، والحظر، والتسجيل الإلزامي، وتحديد سعة مخازن الذخيرة.,
72,Democrats Push Pork for Planned Parenthood in Coronavirus Package,Biased,,gemini,Biased,"الديمقراطيون يُقحمون تمويلاً لمنظمة ""تنظيم الأسرة"" في حزمة مواجهة فيروس كورونا.",
74,"But the Democratic majority in the House has already passed sweeping gun legislation, in addition to many other measures.",Non-biased,,gemini,Non-biased,لكن الأغلبية الديمقراطية في مجلس النواب قد أقرت بالفعل تشريعات واسعة النطاق بشأن الأسلحة، بالإضافة إلى العديد من الإجراءات الأخرى.,
75,"If Trump’s actions threatened to turn the culture war into an active shooting war, that would just be collateral damage on the road to his political recovery.",Biased,,gemini,Biased,إذا هددت تصرفات ترامب بتحويل الحرب الثقافية إلى حرب مسلحة، فسيكون ذلك مجرد أضرار جانبية على طريق تعافيه السياسي.,
76,"Few could have anticipated that the historic release of the first image of a black hole would devolve into a public spectacle of sexist outrage — though such are the times we live in, in which literally every news item is picked apart by reactionaries.",Biased,,gemini,Biased,قليلون هم من كان بإمكانهم أن يتوقعوا أن الإصدار التاريخي لأول صورة لثقب أسود سيتحول إلى مشهد عام من السخط المتحيز جنسيًا — مع أن هذا هو حال زماننا، الذي يُشرِّح فيه الرجعيون كل خبر حرفيًا.,
78,The astute observer will note that China is not exactly eager to take in large numbers of migrants or refugees from beyond its borders.,Biased,,gemini,Biased,سيلاحظ المراقب الفطن أن الصين ليست متحمسة تمامًا لاستقبال أعداد كبيرة من المهاجرين أو اللاجئين من خارج حدودها.,
79,"Although he didn’t seem to direct his comments at anyone in particular, many celebrities that consider themselves climate change activists have not adjusted their lifestyles of taking private jets to their engagements around the globe, for example, Leonardo DiCaprio, Katy Perry and Orlando Bloom all took heat in 2019 when they were among the A-listers to attend Google’s climate change conference by way of private jets and mega yachts.",Non-biased,,gemini,Biased,على الرغم من أنه لم يبدُ أنه يوجه تعليقاته إلى أي شخص بعينه، فإن العديد من المشاهير الذين يعتبرون أنفسهم نشطاء في مجال تغير المناخ لم يعدّلوا أنماط حياتهم المتمثلة في استخدام الطائرات الخاصة لحضور ارتباطاتهم حول العالم، فعلى سبيل المثال، تعرض كل من ليوناردو دي كابريو وكاتي بيري وأورلاندو بلوم لانتقادات حادة في عام 2019 عندما كانوا من بين كبار المشاهير الذين حضروا مؤتمر جوجل لتغير المناخ عبر طائرات خاصة ويخوت ضخمة.,
80,"But the president kept his word when it came to the Court. It’s still early in the Trump era, of course, and we really have no idea how the residual political effects of our acute partisan battles or investigations or ugly rhetoric or the often-incompetent presidency will manifest in the long term.",Biased,,gemini,Biased,لكن الرئيس أوفى بوعده فيما يتعلق بالمحكمة. بالطبع، لا يزال الوقت مبكرًا في عهد ترامب، وليس لدينا حقًا أي فكرة عن الكيفية التي ستتجلى بها على المدى الطويل الآثارُ السياسية المتبقية لمعاركنا الحزبية الحادة أو التحقيقات أو الخطاب البغيض أو الرئاسة التي كثيرًا ما اتسمت بانعدام الكفاءة.,
81,"Warren has laid out a series of proposals including ones to end college debt, create universal child care and fight the opioid epidemic that she says she’d fund by taxing the mega wealthy through a $2.75 trillion tax on American households making more than $50 million annually.",Non-biased,,gemini,Non-biased,طرحت وارن سلسلة من المقترحات تشمل إنهاء الديون الجامعية، وتوفير رعاية أطفال شاملة، ومكافحة وباء المواد الأفيونية، والتي تقول إنها ستمولها بفرض ضرائب على فاحشي الثراء من خلال ضريبة بقيمة 2.75 تريليون دولار على الأسر الأمريكية التي يتجاوز دخلها السنوي 50 مليون دولار.,
82,"I get that the media really want to do some bullcrap horse-race point-scoring partisan sniping right now. But these are actually important questions. And “gotcha” reporting may get you butt-slapped by your fellow reporters at the bar, but it’s actually really dangerous.",Biased,,gemini,Biased,أدرك أن وسائل الإعلام ترغب بشدة الآن في الانخراط في هذا الهراء من المناكفات الحزبية وتسجيل النقاط وتغطية السياسة كسباق خيل. لكن هذه في الواقع أسئلة مهمة. وصحافة التصيّد قد تكسبك إعجاب زملائك الصحفيين في الحانة، لكنها في الحقيقة خطيرة للغاية.,
83,"We used to think of interracial marriage as a sign of social progress. Now, thanks to The New York Times, we know it’s just another sinister tool of white supremacy.",Biased,,gemini,Biased,كنا نعتقد أن الزواج بين الأعراق مؤشر على التقدم الاجتماعي. الآن، وبفضل صحيفة نيويورك تايمز، أصبحنا نعرف أنه مجرد أداة خبيثة أخرى للتفوق الأبيض.,
84,"Protecting pregnant women, new mothers and children is about more than scoring political points with anti-choice legislation.",Biased,,gemini,Biased,إن حماية النساء الحوامل والأمهات الجدد والأطفال تتجاوز مجرد تحقيق مكاسب سياسية بتشريعات مناهضة لحق الاختيار.,
85,Newly empowered Democrats in Washington and statehouses across the country are flexing their legislative muscle with a host of tax proposals that would affect billionaires and blue collar alike.,Biased,,gemini,Biased,يستعرض الديمقراطيون الذين تعزز نفوذهم مؤخراً في واشنطن ومجالس الولايات في جميع أنحاء البلاد، عضلاتهم التشريعية عبر حزمة من المقترحات الضريبية التي من شأنها أن تؤثر على المليارديرات والعمال على حد سواء.,
86,"The new “wealth tax” is not out of character for Warren, who has long railed against income inequality and the uber-rich, but would mark a move to the left by the party as a whole if it were adopted.",Non-biased,,gemini,Biased,"إن ""ضريبة الثروة"" الجديدة لا تتعارض مع شخصية وارن، التي طالما هاجمت عدم المساواة في الدخل والأثرياء فاحشي الثراء، لكنها ستشكل تحولاً نحو اليسار للحزب ككل في حال تم تبنيها.",
87,"While the overwhelming majority of Americans choose to have their children vaccinated, the number of children who go completely unvaccinated is rising.",Non-biased,,gemini,Biased,في حين أن الأغلبية الساحقة من الأمريكيين يختارون تطعيم أطفالهم، فإن عدد الأطفال الذين لا يتلقون أي تطعيمات على الإطلاق في ازدياد.,
88,"In March, President Trump signed an executive order closing the southern border to stop the spread of the virus from undocumented immigrants who are possibly infected.",Non-biased,,gemini,Biased,في مارس، وقّع الرئيس ترامب أمرًا تنفيذيًا بإغلاق الحدود الجنوبية لوقف انتشار الفيروس من المهاجرين غير الشرعيين الذين قد يكونون مصابين.,
90,"Authoritarianism experts who worried about Trump’s tendencies during his campaign and his first years in office are now sounding fresh alarms following the clearing of a park adjacent to the White House on Monday using gas, flash-bang grenades, pepper pellets and other aggressive tactics ― all so he could stand in front of a church he does not attend and be photographed holding a Bible.",Biased,,gemini,Biased,خبراء الاستبداد، الذين كانوا قلقين بشأن ميول ترامب خلال حملته الانتخابية وسنواته الأولى في منصبه، يدقون الآن ناقوس الخطر من جديد في أعقاب إخلاء حديقة مجاورة للبيت الأبيض يوم الاثنين باستخدام الغاز وقنابل الصوت وكرات الفلفل وغيرها من الأساليب العدوانية، وكل ذلك حتى يتمكن من الوقوف أمام كنيسة لا يرتادها والتقاط صور له وهو يحمل الكتاب المقدس.,
91,"Tuesday on Hill.TV, 2020 Democratic presidential candidate Marianne Williamson declared President Donald Trump has become a “megaphone” for white nationalism.",Biased,,gemini,Biased,"صرحت المرشحة الديمقراطية للرئاسة لعام 2020 ماريان ويليامسون، يوم الثلاثاء على قناة Hill.TV، بأن الرئيس دونالد ترامب أصبح ""بوقًا"" للقومية البيضاء.",
92,"Borrowing from Hillary Clinton, leftist Italian media have labeled those attending the pro-family Congress a “list of deplorables,” calling pro-life and pro-family advocates “neofascists” and “homophobes.”",Biased,,gemini,Biased,"استعارةً من هيلاري كلينتون، وصفت وسائل الإعلام الإيطالية اليسارية المشاركين في المؤتمر الداعم للأسرة بأنهم ""قائمة من البائسين""، واصفةً المدافعين عن الحياة والأسرة بأنهم ""فاشيون جدد"" و""معادون للمثلية"".",
93,The United Nations Humanitarian Affairs office warned on Monday that nearly a million Syrian civilians from northwest Idlib province had been displaced in a Russia-backed offensive there by dictator Bashar al-Assad that began in December.,Non-biased,,gemini,Biased,حذر مكتب الأمم المتحدة للشؤون الإنسانية يوم الإثنين من أن قرابة مليون مدني سوري من محافظة إدلب بشمال غرب البلاد قد نزحوا، جراء هجوم بدأ في ديسمبر يشنه الديكتاتور بشار الأسد بدعم من روسيا.,
94,"There was a point a few years ago at which some GOP officials, fearing a backlash in response to the “war on women,” pretended to be pro-choice and used highly deceptive rhetoric about contraception as a way to improve their electoral prospects.",Biased,,gemini,Biased,"قبل بضع سنوات، كانت هناك مرحلةٌ تظاهر فيها بعض مسؤولي الحزب الجمهوري، خوفاً من رد فعل عنيف رداً على ""الحرب على النساء""، بأنهم من مؤيدي حق الإجهاض، واستخدموا خطاباً شديد التضليل بشأن وسائل منع الحمل كوسيلة لتحسين فرصهم الانتخابية.",
95,"In Australia, record high temperatures and drought exacerbated by the climate crisis have ignited blazes that have killed more than two dozen people and destroyed 2,000 homes since September.",Non-biased,,gemini,Biased,في أستراليا، تسببت درجات الحرارة المرتفعة القياسية والجفاف، التي فاقمتها أزمة المناخ، في اندلاع حرائق أودت بحياة أكثر من 24 شخصًا ودمرت 2000 منزل منذ سبتمبر.,
96,"Next came the sob stories. Those student loans are suffocating a generation, the candidates suggested. After all, “40 million of us who can’t start a family,” the diaper-changing daddy Swalwell contradictorily proclaimed, adding that they “Can’t take a good idea and start a business and can’t buy our first home.”",Biased,,gemini,Biased,ثم جاءت القصص المثيرة للشفقة. فقد أشار المرشحون إلى أن تلك القروض الطلابية تخنق جيلاً بأكمله. ففي نهاية المطاف، صرح سوالويل، الأب الذي يغير الحفاضات، بشكل متناقض قائلاً: «هناك 40 مليوناً منا لا يستطيعون تكوين أسرة»، مضيفاً أنهم «لا يستطيعون أخذ فكرة جيدة وبدء مشروع تجاري ولا شراء منزلنا الأول».,
97,"The conservative Heartland Institute released a report on Tuesday in which it criticized leading politicians, activists, and media outlets for using the coronavirus to push their environmental agenda.",Non-biased,,gemini,Biased,أصدر معهد هارتلاند المحافظ يوم الثلاثاء تقريرًا انتقد فيه كبار السياسيين والنشطاء ووسائل الإعلام لاستخدامهم فيروس كورونا للدفع بأجندتهم البيئية.,
98,Drivers in Ireland will be forced to buy electric vehicles within ten years according to a new law by the left-wing government in Dublin.,Biased,,gemini,Biased,سيُجبر السائقون في أيرلندا على شراء سيارات كهربائية في غضون عشر سنوات بموجب قانون جديد من الحكومة اليسارية في دبلن.,
99,This would be the same Taliban that gleefully murders young women for the crime of going to school and regards democracy as a crime against Islam punishable by death.,Biased,,gemini,Biased,تلك هي طالبان ذاتها التي تقتل الفتيات الشابات بابتهاج لجريمة الذهاب إلى المدرسة، وتعتبر الديمقراطية جريمة ضد الإسلام عقوبتها الإعدام.,
101,Brooklyn measles outbreak: How a glossy booklet spread anti-vaccine messages in Orthodox Jewish communities,Non-biased,,gemini,Biased,تفشي الحصبة في بروكلين: كيف نشر كتيب مصقول رسائل مناهضة للقاحات في المجتمعات اليهودية الأرثوذكسية.,
102,"Republicans will claim that they prioritize pro-life policies, and democrats will keep abortion sacrosanct.",Biased,,gemini,Biased,سيدّعي الجمهوريون أنهم يعطون الأولوية للسياسات المناهضة للإجهاض، وسيبقي الديمقراطيون على الإجهاض أمرًا مقدسًا.,
104,"Of course, the demands of tolerance are not universal. The strong gods are still suppressed and exiled, and the heretic-hunting inquisitors of diversity have become more paranoid and vindictive in triumph.",Biased,,gemini,Biased,بالطبع، متطلبات التسامح ليست عالمية. فالآلهة القوية لا تزال مقموعة ومنفية، وأصبح محققو التنوع صائدو الهراطقة أكثر ارتياباً وانتقاماً في انتصارهم.,
105,"Warren laid out that she was going to pay for the plan to cancel student debt, which would cost $1.25 trillion over the next decade, by an “Ultra-Millionaire Tax,"" which is a 2% annual levy that she wants to impose of 75,000 American families with $50 million or more in wealth.",Non-biased,,gemini,Biased,"أوضحت وارن أنها ستمول خطة إلغاء ديون الطلاب، التي ستبلغ تكلفتها 1.25 تريليون دولار على مدى العقد المقبل، من خلال ""ضريبة فاحشي الثراء""، وهي ضريبة سنوية بنسبة 2% تريد فرضها على 75 ألف أسرة أمريكية تبلغ ثروتها 50 مليون دولار أو أكثر.",
106,"More than 400 women have applied to attend a candidate training session this weekend in Washington hosted by Emily’s List, an organization that works to elect women who support abortion rights, said spokeswoman Tonya Williams.",Non-biased,,gemini,Non-biased,"قالت المتحدثة تونيا ويليامز إن أكثر من 400 امرأة تقدمن بطلبات لحضور دورة تدريبية للمرشحات في نهاية هذا الأسبوع في واشنطن، تستضيفها منظمة ""قائمة إيميلي""، وهي منظمة تعمل على انتخاب النساء اللاتي يدعمن الحق في الإجهاض.",
